label,text,lex_feats
1,"Rychly,efektivny. Vsetko vybavene za minutku. Dakujem","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1,"Profesionálny ,trpezlivý a milý prístup.","[0.535714328289032, 0.133928582072258, 4.0, 0.800000011920929, 0.591269850730896, -0.0555555559694767, 0.5416666865348816, -0.0555555559694767, 1.0, 0.0]"
1,"cistá prevádzka,mily personal","[0.0, 0.0, 1.0, 0.25, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1,Najlepsia cerpacia stanica v okrese velmi prijemny personal,"[0.0625, 0.02083333395421505, 3.0, 0.375, 0.0625, 0.0, 0.0625, 0.0, 0.0, 0.0]"
1,najlepšia benzínka,"[0.5852272510528564, 0.5852272510528564, 1.0, 0.5, 0.5852272510528564, 0.0, 0.5852272510528564, 0.0, 1.0, 0.0]"
1,Je ochotný a milý a tiež vie dobre poradiť.,"[1.1046626567840576, 0.1380828320980072, 8.0, 0.8888888955116272, 1.2157738208770752, -0.1111111119389534, 0.5416666865348816, -0.0555555559694767, 1.0, 0.0]"
1,zatiaľ maximálna spokojnosť palivo majú kvalitne,"[0.27797621488571167, 0.055595241487026215, 5.0, 0.8333333134651184, 0.2958333492279053, -0.01785714365541935, 0.10000000149011612, -0.01785714365541935, 0.0, 0.0]"
1,milý prístup obsluhy,"[0.5555555820465088, 0.2777777910232544, 2.0, 0.6666666865348816, 0.5555555820465088, 0.0, 0.5416666865348816, 0.0, 1.0, 0.0]"
1,"Bol velmi pristupny a vedel profesne poradit, dakujem Dano","[-0.0376984104514122, -0.0188492052257061, 2.0, 0.2222222238779068, 0.01785714365541935, -0.0555555559694767, 0.01785714365541935, -0.0555555559694767, 0.0, 0.0]"
1,Su tam ochotne predavački a sem velice aj spokojny,"[0.2123015820980072, 0.030328797176480293, 7.0, 0.7777777910232544, 0.2678571343421936, -0.0555555559694767, 0.25, -0.0555555559694767, 0.0, 0.0]"
1,"Velmi ustretovy personal, potreboval som vysvetlit fungovanie inernetu v zahranici cez pausal a dostal som uspokojivu odpoved, dakujem mlademu panovi.","[-0.6515376567840576, -0.07239307463169098, 9.0, 0.44999998807907104, 0.0446428582072258, -0.6961805820465088, 0.01785714365541935, -0.4375, 0.0, 0.0]"
1,Je milá a ochotná,"[0.8477182388305664, 0.2119295597076416, 4.0, 1.0, 0.9032738208770752, -0.0555555559694767, 0.5416666865348816, -0.0555555559694767, 1.0, 0.0]"
1,Bol otvoreny a priamy a poradil mi s informaciami o prechode na vyhodny pausal pre mna.Dakujem,"[-0.42202380299568176, -0.04220237955451012, 10.0, 0.5882353186607361, 0.02480158768594265, -0.44682538509368896, 0.01785714365541935, -0.17499999701976776, 0.0, 0.0]"
1,Bol som spokojný s jej ochotou všetko vysvetliť a výbornou komunikáciou a prístupom k zákazníkom .,"[1.184173345565796, 0.09109025448560715, 13.0, 0.8666666746139526, 1.4559988975524902, -0.2718254029750824, 1.0, -0.1607142835855484, 1.0, 0.0]"
1,Je úplne super... Bola som veľmi spokojná...,"[0.5264881253242493, 0.07521259039640427, 7.0, 1.0, 0.5264881253242493, 0.0, 0.21875, 0.0, 0.0, 0.0]"
1,"Bola som veľmi spokojná s vybavením mojej požiadavky ,kiež by som mala šťastie vždy byť takto milo a zodpovedne vybavená .Ďakujem :-)","[1.2207837104797363, 0.07629898190498352, 16.0, 0.761904776096344, 1.4683035612106323, -0.2475198358297348, 0.5, -0.1607142835855484, 1.0, 0.0]"
1,"Prijemne vystupovanie,ochota pomoct s problemom, komunikativna odborne zdatna .","[0.037202388048172, 0.009300597012043, 4.0, 0.4444444477558136, 0.1979166716337204, -0.1607142835855484, 0.15625, -0.1607142835855484, 0.0, 0.0]"
1,Bola milá a ochotná,"[0.8477182388305664, 0.2119295597076416, 4.0, 1.0, 0.9032738208770752, -0.0555555559694767, 0.5416666865348816, -0.0555555559694767, 1.0, 0.0]"
1,Príjemné vystupovanie a ochota.,"[0.2539682388305664, 0.0634920597076416, 4.0, 1.0, 0.3095237910747528, -0.0555555559694767, 0.2678571343421936, -0.0555555559694767, 0.0, 0.0]"
1,"Asistent bol OK, no bohužiaľ mi s mojím problémom nepomohol, nakoľko je problém technického charakteru v danej oblasti a stým sa nedá nič robiť.","[-0.9342758059501648, -0.051904212683439255, 18.0, 0.75, 0.668154776096344, -1.6024305820465088, 0.28125, -0.875, 0.0, 1.0]"
1,"Rýchle, promptné jednanie, milý prístup.","[0.591269850730896, 0.19708995521068573, 3.0, 0.6000000238418579, 0.591269850730896, 0.0, 0.5416666865348816, 0.0, 1.0, 0.0]"
1,Na 1* vsetci konzultanti by mali mat taky super pristup 🙂,"[0.16875000298023224, 0.04218750074505806, 4.0, 0.4444444477558136, 0.16875000298023224, 0.0, 0.07500000298023224, 0.0, 0.0, 0.0]"
1,Vysvelil mi moznosti a uviedol aj dovod. Zaroven prijemna komunikacia,"[-0.0555555559694767, -0.018518518656492233, 3.0, 0.30000001192092896, 0.0, -0.0555555559694767, 0.0, -0.0555555559694767, 0.0, 0.0]"
0,"Velmi dlhe cakanie v rade, nakolko zakaznikov vybavovali iba dvaja pracovnici prevadzky. Ked p. Bajer kontaktoval interne klientske centrum s otazkou, co ma povedat zakaznikovi odpovedali mu slovom NEVIEM! Podla mna je nepripustne povedat zakaznikovi, ktory ma problem a obracia sa na vas ako na profesionalov, ktory maju jeho problem pomoct vyriesit co i len naznacit, ze profesional nieco NEVIE! Po viac ako pol hodine posedavania vo vasej predajni som odtial odisiel bez toho aby som nieco vyriesil alebo sa k niecomu dopatral. Pritom som tam vobec nemusel chodit, keby niekto z vasich pracovnikov neurobil chybu a nepridal mi do faktury Zmluvnu pokutu - <COMPANY4> Smartlease, ktoru ste mi fakturovali vo fakture 1169312477. Nakolko nedoslo z mojej strany k pochybeniu a aj zapozicany telefon som odovzadl neposkodeny, co potvrdil aj pracovnik pobocky v Topolcanoch <PERSON>, nepovazujem zmluvnu pokutu za opodstatnenu a ziadam o jej okamzite stornovanie.","[-0.42588719725608826, -0.006654487457126379, 64.0, 0.4444444477558136, 1.1765432357788086, -1.6024307012557983, 0.625, -0.5, 1.0, 1.0]"
1,Skvelé bagety a výborná káva.,"[1.6527776718139648, 0.3305555284023285, 5.0, 1.0, 1.7083332538604736, -0.0555555559694767, 1.0, -0.0555555559694767, 2.0, 0.0]"
1,"Lebo je fajn,a hlavne pekne riesi a konzultuje zo zakaznikmi,proste je sikovna a aj jej kolegovia proste cely kolektiv","[0.6502975821495056, 0.04335317388176918, 15.0, 0.7142857313156128, 0.9732142686843872, -0.3229166567325592, 0.375, -0.09375, 0.0, 0.0]"
0,Slecna mi povedala že dá vec presetriť a ze sa mi spatne ozve a neozvala sa :(,"[-0.02640414983034134, -0.0037720215041190386, 7.0, 0.4375, 0.08470696210861206, -0.1111111119389534, 0.0446428582072258, -0.0555555559694767, 0.0, 0.0]"
0,"Tankovať musím stále sama na čerpacej stanici, a nikdy ma nepríde nikto obslúžiť ako je to napríklad na čerpacej stanici pri konkurencii.","[-0.2147817313671112, -0.016521671786904335, 13.0, 0.5909090638160706, 0.1220238134264946, -0.3368055522441864, 0.0625, -0.1875, 0.0, 0.0]"
0,"ak niekoho zaujima moj nazor naozaj, nevidim dovod ho nevyjadrit. Nejde ani tak o Petru, ak o to ze za spojenie s nou mi bol nauctovany poplatok 13 centov, to je co za sranda ? Ale skusme sa dostat k tomue ako sme sa k tejto stande vlastne dostali. Zakaznikom som uz dlhsie, nie som sice ziadny vrcholovy manager a ani nic podobne, ale myslel som si ze sluzby sa maju zlepsovat a nie zhorsovat. Kedze sa nezdrziavam dlhodobo na slovensku mam zauzivany zvyk ze pri plateni faktury, som vzdy prihodil 50-100€ ako kedy aby som mal na par mesiacov pokoj. Takze ked mi prisiel mail ze mam neuhradenu fakturu v plusovej hodnte vedel som ze je zasa cas na navstevu pobocky. Na niektore veci clovek pozabudne ako napriklad na poplatok 3€ za platbu na pobocke, vazeny klobuk dole to je bomba. Faktura na 20,65, v ruke drzim kreditku a oznamujem panovi na pobocke v auparku ze by som rad zaplatil dopredu 150€ ...... rad by som tuto tragediu dopisal do konca ale velkost spravy je zjavne obmedzena.....","[0.6173303723335266, 0.008017277345061302, 77.0, 0.4502924084663391, 2.6008923053741455, -1.9835622310638428, 0.75, -0.375, 1.0, 0.0]"
1,su mily vypomocny super,"[0.07500000298023224, 0.07500000298023224, 1.0, 0.25, 0.07500000298023224, 0.0, 0.07500000298023224, 0.0, 0.0, 0.0]"
1,aj keď som čakal na náhradný telefón po reklamácii dva týždne  tak musím byť spokojný lebo som ho  dostal toľko málo stačí obyčajnému človeku ku spokojnosti .......,"[-0.9457416534423828, -0.052541203796863556, 18.0, 0.692307710647583, 0.41318681836128235, -1.3589285612106323, 0.21875, -0.875, 0.0, 1.0]"
0,"Volala mi v piatok, kde nám po pár sekundách vyplo hovor (ja som ho nevypol), čakal som že zavolá späť ale nezavolala. Volal som na zák. linku (JA som musel volať a ešte ma to stálo 0,13 centov) aby som im povedal, nech mi zavolá  späť. V piatok mi už nezavolala, volali mi 2x v sobotu kedy som už, bohužiaľ nemal čas riešiť tieto záležitosti.","[-1.096153974533081, -0.02332242578268051, 47.0, 0.734375, 0.8241075277328491, -1.9202613830566406, 0.125, -0.875, 0.0, 1.0]"
1,áno chválim vždy všetko v  poriadku,"[0.3229166567325592, 0.06458333134651184, 5.0, 0.8333333134651184, 0.3541666567325592, -0.03125, 0.25, -0.03125, 0.0, 0.0]"
1,"Bola príjemná, ochotne mi vysvetlila, čo som potrebovala vedieť.","[0.2410714030265808, 0.03443877026438713, 7.0, 0.7777777910232544, 0.6785714030265808, -0.4375, 0.2678571343421936, -0.4375, 0.0, 0.0]"
0,Nemam slov. Horsieho operatora niet ako je <COMPANY4>,"[0.004464287310838699, 0.0011160718277096748, 4.0, 0.5, 0.0357142873108387, -0.03125, 0.01785714365541935, -0.03125, 0.0, 0.0]"
1,Super obsluh. Vždy pozitivne naladení. Ochotný.,"[0.38749998807907104, 0.12916666269302368, 3.0, 0.5, 0.41874998807907104, -0.03125, 0.34375, -0.03125, 0.0, 0.0]"
1,Velmi milý pristup!  :),"[0.5416666865348816, 0.5416666865348816, 1.0, 0.3333333432674408, 0.5416666865348816, 0.0, 0.5416666865348816, 0.0, 1.0, 0.0]"
1,Príjemná obsluha.,"[0.2678571343421936, 0.1339285671710968, 2.0, 1.0, 0.2678571343421936, 0.0, 0.2678571343421936, 0.0, 0.0, 0.0]"
1,Povedala co mam skusit a tak sa uvidi dalej,"[-0.03632478415966034, -0.009081196039915085, 4.0, 0.4444444477558136, 0.01923076994717121, -0.0555555559694767, 0.01923076994717121, -0.0555555559694767, 0.0, 0.0]"
1,"Milí personál, nikdy som tam nemal žiaden problém.","[0.3017113208770752, 0.04310161620378494, 7.0, 0.875, 0.6220238208770752, -0.3203125, 0.5416666865348816, -0.1875, 1.0, 0.0]"
1,Je super odornik a polopaticky vysvetli aj laikovy vysvetli co a ako.   Za 1 .,"[0.20049604773521423, 0.022277338430285454, 9.0, 0.692307710647583, 0.34285715222358704, -0.1423611044883728, 0.125, -0.0555555559694767, 0.0, 0.0]"
1,"Dobrý deň . Vašej konzultantke Lenke , by som chcel poďakovať za ústretovosť , snahu pomôcť a samozrejme za pekný úsmev . Prajem pekný deň .","[1.7320525646209717, 0.13323481380939484, 13.0, 0.6190476417541504, 1.8813581466674805, -0.1493055522441864, 0.5852272510528564, -0.09375, 1.0, 0.0]"
1,"Rychla, jasna a uzitocna komunikacia.","[-0.0555555559694767, -0.0555555559694767, 1.0, 0.20000000298023224, 0.0, -0.0555555559694767, 0.0, -0.0555555559694767, 0.0, 0.0]"
1,su prijemne-,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1,Veľmi mi pomohol super poradil dávno som sa s takou ochotou nestretla.Prajem mu veľa úspechov.Pekný deň ☺,"[1.0714285373687744, 0.07653061300516129, 14.0, 0.7777777910232544, 1.2321428060531616, -0.1607142835855484, 0.4166666567325592, -0.1607142835855484, 0.0, 0.0]"
1,Veľmi príjemný a ústretový. Bola omnoho veľmi spokojná s riešením môjho problému.,"[0.5553818941116333, 0.05553818866610527, 10.0, 0.8333333134651184, 0.9044642448425293, -0.349082350730896, 0.2678571343421936, -0.1607142835855484, 0.0, 0.0]"
0,Ket som si zobrala odvas pausal povedali ste my ze hnet my dasju na predajni mobilny telefon a nedali my zamietli moju poziadavku..,"[-0.41727715730667114, -0.06954619288444519, 6.0, 0.260869562625885, 0.07577839493751526, -0.4930555522441864, 0.02083333395421505, -0.4375, 0.0, 0.0]"
1,Milý a príjemný.,"[0.7539682388305664, 0.25132274627685547, 3.0, 1.0, 0.8095238208770752, -0.0555555559694767, 0.5416666865348816, -0.0555555559694767, 1.0, 0.0]"
1,Ďakujem za rýchle vybavenie mojej požiadavky.,"[0.09196428209543228, 0.02299107052385807, 4.0, 0.6666666865348816, 0.09196428209543228, 0.0, 0.0357142873108387, 0.0, 0.0, 0.0]"
1,Bola som spokojna.Poradil mi .Ďakujem,"[0.0357142873108387, 0.007142857648432255, 5.0, 0.8333333134651184, 0.0357142873108387, 0.0, 0.01785714365541935, 0.0, 0.0, 0.0]"
1,Uplne vsetko super. Mila ochotna a pomohla:)),"[0.16230159997940063, 0.054100532084703445, 3.0, 0.4285714328289032, 0.21785715222358704, -0.0555555559694767, 0.1428571492433548, -0.0555555559694767, 0.0, 0.0]"
1,Ďakujem za priateľský a ústretový prístup pri riešení našeho problému.,"[0.1588541567325592, 0.0226934514939785, 7.0, 0.699999988079071, 0.3472222089767456, -0.1883680522441864, 0.25, -0.1328125, 0.0, 0.0]"
1,"ochotny mlady muz, kiezby vsetci boli taki :-)","[0.01785714365541935, 0.01785714365541935, 1.0, 0.1428571492433548, 0.01785714365541935, 0.0, 0.01785714365541935, 0.0, 0.0, 0.0]"
1,Dekujem a krasny den,"[-0.0868055522441864, -0.0434027761220932, 2.0, 0.5, 0.0, -0.0868055522441864, 0.0, -0.0555555559694767, 0.0, 0.0]"
1,Branislav bol skvely! Dakujem:),"[0.01785714365541935, 0.01785714365541935, 1.0, 0.25, 0.01785714365541935, 0.0, 0.01785714365541935, 0.0, 0.0, 0.0]"
1,človek na mieste--- dakujem,"[0.0, 0.0, 1.0, 0.25, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
0,"Vôbec som zatiaľ nedostal odpoveď na otázku , prečo nemám výplatený telefón voči Homer creditu za dva mesiace","[0.05081168934702873, 0.005081168841570616, 10.0, 0.5882353186607361, 0.24967533349990845, -0.19886364042758942, 0.0625, -0.1875, 0.0, 0.0]"
0,"Dobrý večer, Vaši pracovníci - asi brigádnici - mi nevedeli poradiť a ani upraviť zmluvu.","[0.6060605645179749, 0.060606054961681366, 10.0, 0.7692307829856873, 0.7866161465644836, -0.1805555522441864, 0.5852272510528564, -0.125, 1.0, 0.0]"
1,Jednoduche vysvetlenie mojej otazki,"[-0.10000000149011612, -0.05000000074505806, 2.0, 0.5, 0.02500000037252903, -0.125, 0.02500000037252903, -0.125, 0.0, 0.0]"
1,"Vedela poradiť, bola príjemná a milá.","[0.7718254327774048, 0.15436509251594543, 5.0, 0.8333333134651184, 0.8273809552192688, -0.0555555559694767, 0.5416666865348816, -0.0555555559694767, 1.0, 0.0]"
1,"Slusny, mily.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
0,k operatorovi nemam ziadne vyhrady. moju poziadavku nemohol vybavit. chcel som si len vybavit odklad platby faktury . s touto poziadvkou som sa obratil na vasu spolocnost az po datume splatnosti mojej faktury . datum splatnosti bol asi 28.7 . keby som uviedol tuto ziadost pred 28.7. bolo by mi vyhovene? takto zas budem musiet platit pravdepodobne za 2 upomienky. fakturu som chcel uhradit do 15.8 . dakujem . s pozdravom LM .,"[-0.18007296323776245, -0.00666936906054616, 27.0, 0.4285714328289032, 0.516355574131012, -0.6964285373687744, 0.125, -0.1875, 0.0, 0.0]"
1,"Ochotná, milá, pomohla aj poradila mi","[1.0282738208770752, 0.1713789701461792, 6.0, 1.0, 1.0282738208770752, 0.0, 0.5416666865348816, 0.0, 1.0, 0.0]"
0,svojim spravanim neprejavoval ochotu vysvetlit problem,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1,"Veľmi príjemná dáma, ochotná poradiť a pomocť mne netechnickému typu, jej prístup k zákazníkovi je na jedničku. Ešte raz ďakujem a prajem všetko do ré","[-0.2201523780822754, -0.012230687774717808, 18.0, 0.7200000286102295, 0.8284586668014526, -1.0486111640930176, 0.34375, -0.625, 0.0, 1.0]"
1,Dakujem za info,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
0,vela veci ss neda vybavit na predajni treba cez zakaznicku linku personal neni dostatocne preskoleny nevie presne poradit a navyse sa dlho caka aj ked nikto neni predomnou. A popritom cakani neni v predajni ani klimatizacia,"[0.1470734179019928, 0.013370310887694359, 11.0, 0.3055555522441864, 0.3988095223903656, -0.2517361044883728, 0.1875, -0.125, 0.0, 0.0]"
1,vyborne,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1,Je hlavne milá a ochotná.,"[0.7539682388305664, 0.1507936418056488, 5.0, 1.0, 0.9032738208770752, -0.1493055522441864, 0.5416666865348816, -0.09375, 1.0, 0.0]"
0,Ked som chcel pausal za dobru cenu tak sa neda a ked prenasam cislo ta sa da... Ale uz je pozde uz som <COMPANY6>....,"[0.6561598181724548, 0.08201997727155685, 8.0, 0.3333333432674408, 0.8054653406143188, -0.1493055522441864, 0.5852272510528564, -0.09375, 1.0, 0.0]"
1,Bola ochotná a rýchla. Ďakujem,"[0.3417658805847168, 0.06835317611694336, 5.0, 1.0, 0.3973214328289032, -0.0555555559694767, 0.34375, -0.0555555559694767, 0.0, 0.0]"
1,Bol som velmi spokojny,"[0.0357142873108387, 0.01785714365541935, 2.0, 0.5, 0.0357142873108387, 0.0, 0.01785714365541935, 0.0, 0.0, 0.0]"
1,"Bola som príjemne prekvapená Vašou konzultantkou. Je veľmi ochotná, sústredená na klienta a pracuje rýchlo.","[0.8167657852172852, 0.0742514356970787, 11.0, 0.7333333492279053, 0.9348214864730835, -0.1180555522441864, 0.34375, -0.0625, 0.0, 0.0]"
1,bola trpezliva a rady posluzili k mojmu problemu dakujem  v.k.,"[-0.00061049684882164, -0.00010174947237828746, 6.0, 0.5454545617103577, 0.05494505539536476, -0.0555555559694767, 0.01785714365541935, -0.0555555559694767, 0.0, 0.0]"
0,Bol trochu spomalený.,"[0.01785714365541935, 0.008928571827709675, 2.0, 0.6666666865348816, 0.01785714365541935, 0.0, 0.01785714365541935, 0.0, 0.0, 0.0]"
1,"Milá, zavolala späť ci je všetko v poriadku.","[0.5715852379798889, 0.09526420384645462, 6.0, 0.75, 0.6965852379798889, -0.125, 0.5416666865348816, -0.125, 1.0, 0.0]"
1,Ochota pomoct..,"[0.0416666679084301, 0.0416666679084301, 1.0, 0.5, 0.0416666679084301, 0.0, 0.0416666679084301, 0.0, 0.0, 0.0]"
0,Ked som podpisoval zmluvu este v oktobri nepovedali ste ze od januara tochto roka budem mat len 1 Gb ov do zahranicia! A ani to v zmulve nepisete nikde.,"[-0.378790944814682, -0.022281819954514503, 17.0, 0.6071428656578064, 0.1767646223306656, -0.5555555820465088, 0.05882352963089943, -0.1875, 0.0, 0.0]"
1,Za napisanie reklamacie za data.Lebo som ŹTP,"[0.0803571417927742, 0.0401785708963871, 2.0, 0.25, 0.0803571417927742, 0.0, 0.0625, 0.0, 0.0, 0.0]"
1,Super prístup.,"[0.08888889104127884, 0.04444444552063942, 2.0, 1.0, 0.08888889104127884, 0.0, 0.07500000298023224, 0.0, 0.0, 0.0]"
1,"Veľmi príjemné vystupovanie a snaha pomôcť zákazníkovi , prajem <COMPANY4> viacej takýchto príjemných zamestnancov","[0.6250991821289062, 0.06945546716451645, 9.0, 0.692307710647583, 0.774404764175415, -0.1493055522441864, 0.2678571343421936, -0.09375, 0.0, 0.0]"
1,Vybavil moju ziadost promtne dakujem,"[0.0, 0.0, 1.0, 0.20000000298023224, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1,Vedia poradiť  vždy spravnim smerom  ľuďí.Veľka spokojnosť,"[0.19374999403953552, 0.038750000298023224, 5.0, 0.625, 0.22499999403953552, -0.03125, 0.10000000149011612, -0.03125, 0.0, 0.0]"
1,vzdy ochotny,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1,ze sa da sadnut na kavicku a dobry personal,"[-0.0555555559694767, -0.0555555559694767, 1.0, 0.1111111119389534, 0.0, -0.0555555559694767, 0.0, -0.0555555559694767, 0.0, 0.0]"
1,Milá jasná odborná odpoved.,"[0.8229166865348816, 0.2743055522441864, 3.0, 0.75, 0.8229166865348816, 0.0, 0.5416666865348816, 0.0, 1.0, 0.0]"
0,niektore nevedia zdravit hlavne baby cernovlasky,"[-0.09375, -0.046875, 2.0, 0.3333333432674408, 0.0, -0.09375, 0.0, -0.09375, 0.0, 0.0]"
0,"Ak je toto <PERSON> /prepáčte ak som jej schomolila priezvisko/ nikdy už neuzatvorím zmluvu na dialku cez telefon. Velmi ťažká komunikácia s nou, neochotná, chce uzatvoriť zmluvu čo najrýchlejšie a položiť telefon, na výzvy aby komunikovala neodpovedá, nedotahuje veci do konca. Je pre mňa nočnou morou a spôsobila mi svojou nekomunkovaním nejednu bezsennú noc pre jej nekomunikatívnosť a nedostatočné vysvetlovanie. Urobila Vám ale ""peknú reklamu""! Iní pracovníci boli neporovnatelne ochotní a trpezliví vo vysvetlovaní. Už nikdy viac niečo riešiť takto.","[-0.7163906693458557, -0.015573710203170776, 46.0, 0.574999988079071, 1.6452863216400146, -2.3616769313812256, 0.4166666567325592, -0.75, 0.0, 2.0]"
1,Veľmi príjemný a priateľský prístup. Veľká ochota nájsť riešenie k vzniknutému problému. Ďakujem pekne.,"[1.0313587188720703, 0.0793352872133255, 13.0, 0.9285714030265808, 1.219726800918579, -0.1883680522441864, 0.375, -0.1328125, 0.0, 0.0]"
1,"vsetko bolo spravne vybavene, dakujem","[0.01785714365541935, 0.01785714365541935, 1.0, 0.20000000298023224, 0.01785714365541935, 0.0, 0.01785714365541935, 0.0, 0.0, 0.0]"
1,ochotne   trpezlivo    a jasne vysvetlil     a odpovedal na otázky,"[0.6729798316955566, 0.08412247896194458, 8.0, 0.8888888955116272, 0.7840908765792847, -0.1111111119389534, 0.25, -0.0555555559694767, 0.0, 0.0]"
1,Dokonale ovladala <COMPANY4> ponuku a vedela nam poradit vhodny program podla nasich individualnych potrieb. Prijemny a profesionalny pristup k zakaznikovy. Ponukla na vodu co sme nesmierne ocenili. 10 z 10tich.,"[0.5564407706260681, 0.039745770394802094, 14.0, 0.48275861144065857, 0.6703296303749084, -0.11388888955116272, 0.375, -0.0555555559694767, 0.0, 0.0]"
1,"bola som spokojná s obsluhou, na všetko čo som chcela vedieť som dostala odpoveď,","[-0.09496751427650452, -0.010551946237683296, 9.0, 0.6428571343421936, 0.3469967544078827, -0.4419642686843872, 0.21875, -0.1875, 0.0, 0.0]"
1,RYCHLO A ZODPOVEDNE RIESI PROBLEM TO JE TO CO KLIENT POTREBUJE DIK,"[0.4623015820980072, 0.09246031939983368, 5.0, 0.4166666567325592, 0.5178571343421936, -0.0555555559694767, 0.5, -0.0555555559694767, 1.0, 0.0]"
0,Nevedela mi dostatočne vy-argumentovať môj problém.,"[-0.0703125, -0.017578125, 4.0, 0.5714285969734192, 0.0625, -0.1328125, 0.0625, -0.1328125, 0.0, 0.0]"
0,kabátová otras,"[-0.125, -0.125, 1.0, 0.5, 0.0, -0.125, 0.0, -0.125, 0.0, 0.0]"
1,Pain Eva bola promptna a vybavil and vsetko na co som mal otazku okamzite. Dakujem za super service,"[0.11765873432159424, 0.016808390617370605, 7.0, 0.3888888955116272, 0.17321428656578064, -0.0555555559694767, 0.07500000298023224, -0.0555555559694767, 0.0, 0.0]"
1,Everything ok :),"[0.1875, 0.1875, 1.0, 0.5, 0.1875, 0.0, 0.1875, 0.0, 0.0, 0.0]"
1,"Super jednanie, pristup ktorý sa bežne nevidí, maximálna snaha o radu pri výbere môjho paušálu. Ďakujem za takých ľudí že sa ešte nájdu.","[0.19033485651016235, 0.017303168773651123, 11.0, 0.47826087474823, 0.20663920044898987, -0.016304347664117813, 0.0833333358168602, -0.016304347664117813, 0.0, 0.0]"
1,"Za praktickú radu, ktorá mi v tej chvíli pomohla a ktorú využijem aj v budúcnosti.","[0.8551587462425232, 0.07774170488119125, 11.0, 0.7333333492279053, 0.9107142686843872, -0.0555555559694767, 0.2916666567325592, -0.0555555559694767, 0.0, 0.0]"
0,"Nepáčilo sa mi vybavovanie mojej požiadavky pretože som musela prísť ešte raz, bolo by dobré aby sa to dalo vybaviť hneď pri prvej návšteve.","[-0.11655846238136292, -0.009713205508887768, 12.0, 0.5, 0.7292748689651489, -0.8458333611488342, 0.5852272510528564, -0.375, 1.0, 0.0]"
1,Poziadavka vybavena na 1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1,"velmi milá, ustretová a fundovaná","[0.4861111342906952, 0.2430555671453476, 2.0, 0.4000000059604645, 0.5416666865348816, -0.0555555559694767, 0.5416666865348816, -0.0555555559694767, 1.0, 0.0]"
1,Chlápík vie o čom točí...,"[0.0, 0.0, 2.0, 0.4000000059604645, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1,Profesionálny prístup. Len tak ďalej.,"[-0.12956348061561584, -0.03239087015390396, 4.0, 0.800000011920929, 0.05793650820851326, -0.1875, 0.0357142873108387, -0.1875, 0.0, 0.0]"
1,Chcem pochvalit velmi super a prijemne obsluha,"[-0.07430554926395416, -0.01857638731598854, 4.0, 0.5714285969734192, 0.07500000298023224, -0.1493055522441864, 0.07500000298023224, -0.09375, 0.0, 0.0]"
1,Velmi ochotný a rýchle riešenie problému...  snáď to bude v poriadku,"[0.5631200671195984, 0.06256889551877975, 9.0, 0.8181818127632141, 0.7514880895614624, -0.1883680522441864, 0.34375, -0.1328125, 0.0, 0.0]"
0,"Najlepšie by bolo,keby ste si vypočuli cely rozhovor,písal som aj sťažnosť...","[0.1056547462940216, 0.011739416047930717, 9.0, 0.692307710647583, 0.3869047462940216, -0.28125, 0.3125, -0.28125, 0.0, 0.0]"
1,"Aj ked ich bolo viac, krstne meno vacsinou nehovoria, v podstate ich informacie pomozu,je to dobra sluzba. Vdaka.","[0.9848304390907288, 0.09848304092884064, 10.0, 0.5263158082962036, 0.984830379486084, 0.0, 0.5852272510528564, 0.0, 1.0, 0.0]"
1,Ďakujem samuelovi za expresné a veľmi milé vybavenie všetkých mojich požiadaviek a zodpovedanie mojich otázok,"[0.6243056058883667, 0.06936728954315186, 9.0, 0.6000000238418579, 0.7354166507720947, -0.1111111119389534, 0.5416666865348816, -0.0555555559694767, 1.0, 0.0]"
1,Je to ten spravny clovek na spravnom mieste urcite ano  vdaka jemu som kupil novy mobil vsetko bolo na 100%,"[0.06576655060052872, 0.010961092077195644, 6.0, 0.31578946113586426, 0.06576655060052872, 0.0, 0.01785714365541935, 0.0, 0.0, 0.0]"
1,"Vybavila poziadavku rychlo, kompetentne a kvalitne ;)","[-0.0555555559694767, -0.02777777798473835, 2.0, 0.3333333432674408, 0.0, -0.0555555559694767, 0.0, -0.0555555559694767, 0.0, 0.0]"
